User,Video,Time,Topic,Description
+49 15770184018,eb17c38b-8c94-44d9-ae52-d065c8ee0575,8,Outfit Recommendations, Fashionable Clothing;  Social Media Platforms;  Social Media;  Technology;  Social Media
+49 15770184018,eb17c38b-8c94-44d9-ae52-d065c8ee0575,10,Celebrity Entertainment, Fashionable Clothing;  Apps and Platforms;  Outfit Recommendations;  Celebrity Entertainment;  Viral/Popular Content;  Social Media and Apps
+49 15770184018,eb17c38b-8c94-44d9-ae52-d065c8ee0575,10,Satirical Parody, Humor;  Sports;  Humor/Cultural References;  Humor/Satire;  Workplace Humor
+49 15770184018,eb17c38b-8c94-44d9-ae52-d065c8ee0575,16,Fitness and Beauty, Fashion Influencer/TikTok;  Medical Health;  Fashion Trends;  Media/Streaming Platforms;  College/University;  Social Media/Viral Content;  Social Media and Streaming Platforms;  Leadership/Speaking;  Social Media/Live Streaming;  Video Content;  Interviews and Speeches;  Fitness and Beauty
+49 15770184018,eb17c38b-8c94-44d9-ae52-d065c8ee0575,4,Social and Political News, Leadership;  College Life;  Social Media
+49 15770184018,eb17c38b-8c94-44d9-ae52-d065c8ee0575,6,Outfit Recommendations, Communication;  Fashion Show/Event;  Fashion Trends
+49 15770184018,eb17c38b-8c94-44d9-ae52-d065c8ee0575,2,Landscape Photography, Fashion Photography;  Clothing and Appearance
+49 15770184018,eb17c38b-8c94-44d9-ae52-d065c8ee0575,2,Home Life, Home Life
+49 15770184018,eb17c38b-8c94-44d9-ae52-d065c8ee0575,2,Technology, Gadgets
+49 15770184018,eb17c38b-8c94-44d9-ae52-d065c8ee0575,4,Popular Science, Science and Technology;  Fashion Trends;  Science and Technology News
+49 15770184018,eb17c38b-8c94-44d9-ae52-d065c8ee0575,2,Cute Pets, Pet Showcase
+49 15770184018,eb17c38b-8c94-44d9-ae52-d065c8ee0575,2,Workplace/Interpersonal Relationships, Relationships with Coworkers
+49 15770184018,eb17c38b-8c94-44d9-ae52-d065c8ee0575,4,Popular Science, Popular Science
+49 15770184018,eb17c38b-8c94-44d9-ae52-d065c8ee0575,6,Outfit Recommendations, College Life;  Human Anatomy and Physiology;  Trends;  Fashion Inspiration;  Style Tips;  Personal Style;  Art and Design;  How-To Guides
+49 15770184018,eb17c38b-8c94-44d9-ae52-d065c8ee0575,2,Technology, Gadget Review
+49 15770184018,eb17c38b-8c94-44d9-ae52-d065c8ee0575,2,Technology, Gadgets
+49 15770184018,eb17c38b-8c94-44d9-ae52-d065c8ee0575,8,Technology, Business Casual;  Gadgets;  Electronics;  Medical Technology
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,6,Outfit Recommendations, Mobile Devices;  Fashion App Review;  Productivity;  Apps and Software;  Productivity;  Gadgets and Accessories;  Media and Entertainment;  Fashion Inspiration;  Campus Life
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,10,Satirical Parody, Satirical Parody;  Personal Appearance;  Medical Health;  Pet Portraits
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,2,Satirical Parody, Humorous Remarks
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,2,Finance, Finance
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,2,Social and Political News, Social Media and Streaming
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,4,Satirical Parody, Fashion Photography;  Humorous Situations
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,2,Product Review, Product Showcase
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,12,Outfit Recommendations, Medical Health;  Fashion Accessory;  Social Media;  Tutorial;  Fashion/Beauty;  Tools and Equipment
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,10,Product Review,Others;  Product Review;  Product Image;  Product Feature;  Product Demo;  Vlog/Insights Sharing;  Skills Sharing;  Creative Editing/Dubbing;  Workplace/Interpersonal Relationships;  Product Comparison;  Product Testimonial;  Product Opinion;  Product Recommendation;  Mobile Technology;  Product Usage
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,8,Outfit Recommendations, Landscape Photography;  Street Interviews;  Creative Editing/Dubbing;  Technology;  Product Review;  Product Information;  Vlog/Insights Sharing;  Automobiles;  Home Life;  Finance;  Social and Political News;  Sports;  Skill Sharing;  Product Review;  Others;  Fashion Talk Show Host;  Visual Aids;  Fitness and Beauty;  Satirical Parody;  Music;  Outfit Recommendations;  Food;  Games;  Public Service Advertising;  Workplace/Interpersonal Relationships;  Gadget Review;  Art Creation;  Celebrity Entertainment;  Dance;  Cute Pets;  Medical Health;  Travel;  Local Culture and Tourism
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,2,Landscape Photography, Nature Scenery
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,6,Fitness and Beauty, Fashion Photography;  Water Sports;  Workplace Culture and Activities
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,2,Music, Music Production
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,4,Music, Music Education;  Creative Writing
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,6,Outfit Recommendations, Fashion Advice;  Wearable Technology;  Product Review
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,2,Cute Pets, Pet Therapy
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,10,Cute Pets, Cute Pets;  Animal Companionship;  Animals in the Workplace;  Pets and Technology;  Education and Campus News
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,8,Medical Health, Product Review;  Nail Care;  Medical Health;  Workplace Culture
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,2,Food, Food
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,2,Landscape Photography, Gadget Photography
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,6,Workplace/Interpersonal Relationships, Workplace Culture;  Athlesitic Outfit;  Workplace/Interpersonal Relationships
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,4,Landscape Photography, Fashion Photography;  Office Wear
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,2,Workplace/Interpersonal Relationships, Workplace/Interpersonal Relationships
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,4,Satirical Parody, Motivational Videos;  Product Features;  Analysis of Film Themes;  Satirical Parody
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,2,Others, Child Development
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,4,Food, Food;  Cooking Tips;  Professional Development
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,6,Workplace/Interpersonal Relationships, Workplace Dynamics;  Outfit Recommendations;  Business and Workplace Dynamics
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,4,Workplace/Interpersonal Relationships, Career Development;  Workplace Advice
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,4,Social and Political News, Social Media and Online Culture;  Social Media
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,2,Short Skits, Short Skits
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,2,Outfit Recommendations, Fashion Trends
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,4,Technology, Technology on Stage;  Business/Career Event
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,2,Outfit Recommendations, Dress Code
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,2,Outfit Recommendations, Fashion Accessories
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,4,Workplace/Interpersonal Relationships, Product Review;  Business and Office Life;  Workplace Dynamics
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,2,Technology, Technology
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,10,Public Service Advertising, Streaming/Vlogging;  Live Streaming;  Fashion Show;  Live Streaming;  Mobile Devices
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,6,Outfit Recommendations, Outfit Recommendations;  Childcare;  Pet Portraits
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,2,Popular Science, Popular Science
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,22,Cute Pets, Dance Classes;  Medical Services;  Technology;  Medical Research;  Dogs;  Dance Moves;  Celebrity Interviews;  Gadgets;  Other Pets;  Video Game News;  Food Review;  Social Issues;  DIY Projects;  Student Life;  Product Review;  Vlog/Insights Sharing;  Screen Capture;  Pet Care;  Local History;  Local Festivals;  Medical Equipment;  Car Reviews;  Outfit Recommendations;  Sports News;  Cats;  Local Food;  Medical Technology;  Technology;  Medical Procedures;  Comedic Skits;  Pet Behavior;  Home Improvement;  Personal Finance
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,4,Satirical Parody, Satirical Parody;  Humor;  Food
+49 15770184018,5d04978c-2e03-4d84-90f2-db3a1cfed8bd,2,Technology, Technology in Media
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,10,Workplace/Interpersonal Relationships, Social Media Interactions;  Communication;  Clothing Styles;  Video Calls;  Mobile Devices
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,10,Outfit Recommendations, Fashion and Clothing;  Gadgets and Accessories;  Product Review;  College Life;  Workplace Etiquette
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,2,Technology, Technology in Daily Life
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,2,Outfit Recommendations, Street Fashion
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,10,Medical Health, Medical Health;  Video/Film Making;  Sports Events;  Fashion Show;  Communication;  Clothing and Accessories
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,4,Social and Political News, Social Media Interactions;  Social Media
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,16,Cute Pets, Cat Clothing;  Animal-related Interactions;  Student Life;  Video Content;  Animal-related;  Relationships with Pets;  Pet Therapy;  Cats in the Office
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,4,Short Skits, Short Skits;  Social Media Observations
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,2,Technology, Gadgets and Accessories
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,2,Art Creation, Art Appreciation
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,4,Outfit Recommendations, Product Photography;  Outfit Recommendations;  Workplace Fashion
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,2,Education and Campus, Campus Life
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,12,Sports, Football/Soccer;  Sports and Physical Activities;  Sports;  Sports;  Sports and Recreation;  Sports Events
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,8,Sports, Sports Action;  Sports Photography;  Sports Photography;  Sports
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,4,Sports, Sports Commentary;  Conflict Resolution
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,8,Skill Sharing, Sports Technology;  Sports and Fitness;  Gadgets;  Skill Sharing
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,8,Sports, Sports and Physical Activities;  Fashion Shoots;  Sports;  Sports
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,2,Outfit Recommendations, Fashion Trends
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,8,Outfit Recommendations, Outfit Recommendations;  Fashion;  Workplace Fashion;  Gadget Reviews;  College Life
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,2,Outfit Recommendations, Technology Outfit Recommendations;  Technology Product Review
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,2,Movie Commentary, Career and Job Recommendations;  Movie Review
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,2,Satirical Parody, Humor
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,36,Street Interviews, Street Interviews; ;  Social Interaction;  Communication;  People in the Workplace;  Street Fashion;  Street Interviews;  Fashion Photography;  Photography;  Fashion Editorials;  Mobile Phones;  Photography Equipment;  Product Review;  Street Interviews;  Street Style;  Satirical Parody
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,24,Outfit Recommendations, Street Interviews;  Product Review;  Electronic Devices;  Short Skits;  Fashion Tips for Men;  Fashion Advice;  Personal Style;  Personality Types;  Gadgets;  Product Review;  Food Review;  Satirical Parody;  Electronics;  Fashion Tips;  Gadgets;  Gadget Reviews;  Workplace/Interpersonal Relationships;  Technology Reviews
+49 15770184018,2744b3ea-62c3-4197-829e-24bc0c60b7ef,2,Others,Others
+49 15770184018,dc52cbac-3eed-43b4-a4a2-97850b9a9e59,14,Outfit Recommendations, Fashion Show;  Automobiles;  Fashion Appearance;  Campus Life;  Driving;  Mobile Devices;  Mobile Applications;  Mobile Technology
+49 15770184018,dc52cbac-3eed-43b4-a4a2-97850b9a9e59,6,Outfit Recommendations, Productivity and Time Management;  Fashion Trends;  Campus Life;  Car Reviews
+49 15770184018,dc52cbac-3eed-43b4-a4a2-97850b9a9e59,4,Local Culture and Tourism, College Life;  Driving and Racing;  Dubbing;  Driving;  Food and Drink Culture
+49 15770184018,dc52cbac-3eed-43b4-a4a2-97850b9a9e59,16,Sports, Sports Events;  Soccer;  Social Interactions;  Sports and Physical Activities;  Sports and Physical Activities;  Fashion Events;  Sports and Physical Activities;  Workplace Culture
+49 15770184018,dc52cbac-3eed-43b4-a4a2-97850b9a9e59,2,Sports, Sports Events
+49 15770184018,dc52cbac-3eed-43b4-a4a2-97850b9a9e59,42,Workplace/Interpersonal Relationships, Film/Video Dubbing;  Fashion Show;  Mobile Phones;  Video Streaming;  Workplace Culture;  Communication;  Workplace/Interpersonal Relationships;  Mobile Phones;  Educational Events;  Destination: Tiger Woods Golf Course;  Video Content;  Social Media;  Professional Development/Training;  Professional Development;  Video Streaming;  Professional Development;  Speech/Podium;  Suit and Tie;  Social Media Interactions;  Smartphone Use;  Fashionable Attire for Business Meetings;  Sports/Recreation;  Social Media;  Live Streaming;  Business/Career Development;  Street Style;  Online Learning;  Mobile Devices;  Fashion Trends;  Social Media Platforms
+49 15770184018,dc52cbac-3eed-43b4-a4a2-97850b9a9e59,4,Workplace/Interpersonal Relationships, Voiceovers and Narration;  Communication and Interaction;  Social Media/Online Interactions
+49 15770184018,dc52cbac-3eed-43b4-a4a2-97850b9a9e59,12,Fitness and Beauty, College Life;  Fashion Trends;  Sports and Fitness;  Social Media Content;  Food Culture;  Social Media/Viral Content;  Social Media
+49 15770184018,dc52cbac-3eed-43b4-a4a2-97850b9a9e59,4,Social and Political News, Social Media/Online Platforms;  Social Media
+49 15770184018,dc52cbac-3eed-43b4-a4a2-97850b9a9e59,8,Social and Political News, Law Enforcement and Security;  Editing;  Cooking;  Social Media;  School Life
+49 15770184018,dc52cbac-3eed-43b4-a4a2-97850b9a9e59,2,Street Interviews, Street Style
+49 15770184018,dc52cbac-3eed-43b4-a4a2-97850b9a9e59,6,Sports, Social Media;  Sports/Recreation;  Competition/Sports;  Social Media Interactions
+49 15770184018,dc52cbac-3eed-43b4-a4a2-97850b9a9e59,6,Sports, Communication;  Sports Photography;  Sports and Fitness;  Film Editing
+49 15770184018,dc52cbac-3eed-43b4-a4a2-97850b9a9e59,6,Creative Editing/Dubbing, Human-Animal Bond;  Medical Health;  Fashion Trends;  Creative Editing
+49 15770184018,dc52cbac-3eed-43b4-a4a2-97850b9a9e59,8,Local Culture and Tourism, Entertainment and Leisure;  Outfit Recommendations;  Social Media and Streaming;  Social Media/Viral Videos
+49 15770184018,dc52cbac-3eed-43b4-a4a2-97850b9a9e59,14,Workplace/Interpersonal Relationships, Workplace/Business Settings;  Business Interviews;  Office/Workplace;  Workplace/Business Settings;  Gadgets and Accessories;  Business Communication;  Workplace/Business Settings;  Business Networking;  Workplace/Business;  Workplace/Business Settings;  Business Networking;  Business Meetings;  Workplace/Business Culture;  Workplace/Business Culture;  Workplace/Professional Settings;  Business Networking;  Workplace/Business Settings;  Business Networking;  Workplace/Business Culture;  Business Etiquette;  Workplace/Business Culture;  Office Settings;  Workplace/Business Culture;  Business Networking;  Interpersonal Skills;  Workplace/Business Culture;  Business Networking;  Workplace/Business Settings;  Workplace/Business Culture;  Workplace/Business Settings;  Business Networking;  Outfit Recommendations;  Business Communication;  Business Culture;  Interviews;  Business Communication;  Business Networking;  Workplace/Business Culture;  Business Communication;  Business Communication;  Workplace/Business Settings;  Interviews;  Skill Sharing;  Business Communication;  Workplace/Business Settings;  Workplace/Business Culture;  Business Communication;  Business Networking;  Business Communication;  Business Meetings;  Business Communication
+49 15770184018,dc52cbac-3eed-43b4-a4a2-97850b9a9e59,4,Education and Campus, Campus Life;  Office Environment
+49 15770184018,dc52cbac-3eed-43b4-a4a2-97850b9a9e59,2,Food, Food Photography
+49 15770184018,dc52cbac-3eed-43b4-a4a2-97850b9a9e59,10,Fitness and Beauty, Social Media;  Entertainment;  Recipe;  Short Skits;  Fashion Tips;  Fashion Inspiration;  Personal Experiences;  Personal Growth
+49 15770184018,dc52cbac-3eed-43b4-a4a2-97850b9a9e59,4,Games, Gaming;  Fashion Trends
+49 15770184018,dc52cbac-3eed-43b4-a4a2-97850b9a9e59,10,Workplace/Interpersonal Relationships, Workplace Dynamics;  Automotive;  Automobiles;  Office Environment;  Fashion Photography;  Workplace Communication;  Automotive Technology;  Communication
+49 15770184018,RPReplay_Final1717250428,18,Social and Political News, Social and Political News;  Sports/Fitness;  Fashion Appreciation;  Workplace Culture;  Social Media and Workplace Dynamics;  Fashion and Clothing;  Fashion Appearance;  Mobile Devices;  Celebrity Entertainment;  Social Media;  Workplace Communication
+49 15770184018,RPReplay_Final1717250428,2,Satirical Parody, Short Skits;  Satirical Parody
+49 15770184018,RPReplay_Final1717250428,2,Workplace/Interpersonal Relationships, Personal Life at Work
+49 15770184018,RPReplay_Final1717250428,6,Outfit Recommendations, Wearable Technology;  Popular Science;  Office Fashion;  Fashion Show
+49 15770184018,RPReplay_Final1717250428,2,Education and Campus, Educational Experiences
+49 15770184018,RPReplay_Final1717250428,2,Home Life, Home Improvement
+49 15770184018,RPReplay_Final1717250428,2,Outfit Recommendations, Outfit Recommendations
+49 15770184018,RPReplay_Final1717250428,6,Creative Editing/Dubbing, Cleaning/Maintenance;  Cleaning;  Fashion Hacks
+49 15770184018,RPReplay_Final1717250428,10,Creative Editing/Dubbing, Cleaning;  Medical Health;  DIY and Crafts;  Cleaning and Organizing;  Cleaning
+49 15770184018,RPReplay_Final1717250428,8,Sports, Sports;  Sports Technology;  Sports and Leisure Activities;  Sports and Physical Activities
+49 15770184018,RPReplay_Final1717250428,8,Local Culture and Tourism, Swimming;  Career/Job;  Social Media;  Outdoor Activities
+49 15770184018,RPReplay_Final1717250428,14,Popular Science, Entertainment Technology;  College Life;  Short Video;  Music Performance;  Music Video;  Short Skits;  Fashion Show;  Cooking;  Workplace Culture;  Music Performance;  Animal-related Education/Informational
+49 15770184018,RPReplay_Final1717250428,10,Cute Pets, Animal-Inspired Fashion;  Medical Health;  Animal-Themed Clothing;  Pet-Friendly Workplaces;  Pets Using Technology
+49 15770184018,RPReplay_Final1717250428,8,Fitness and Beauty, Health and Beauty;  Nails and Beauty Related Technology;  Beauty and Grooming;  Beauty and Grooming
+49 15770184018,RPReplay_Final1717250428,2,Outfit Recommendations, Clothing Accessories
+49 15770184018,RPReplay_Final1717250428,2,Finance, Productivity
+49 15770184018,RPReplay_Final1717250428,6,Outfit Recommendations, Clothing and Accessories;  Sports Clothing;  Sports Team Clothing
+49 15770184018,RPReplay_Final1717250428,4,Education and Campus, College Life;  Mobile Phones
+49 15770184018,RPReplay_Final1717250428,2,Outfit Recommendations, Clothing and Accessories
+49 15770184018,RPReplay_Final1717250428,4,Workplace/Interpersonal Relationships, Workplace/Interpersonal Relationships;  Product Review;  Food
+49 15770184018,RPReplay_Final1717250428,2,Street Interviews, Street Interviews
+49 15770184018,RPReplay_Final1717250428,4,Technology, Technology;  Electronics
+49 15770184018,RPReplay_Final1717250428,6,Sports, Sports and Physical Activities;  Sports;  Sports Photography
+49 15770184018,RPReplay_Final1717250428,4,Satirical Parody, Fashion Photography;  Satirical Parody
+49 15770184018,RPReplay_Final1717250428,4,Outfit Recommendations, Fashion Inspiration;  Office Decor;  Social Media and Vlogs
+49 15770184018,RPReplay_Final1717250428,2,Art Creation, Candle Lighting Ceremony
+49 15770184018,RPReplay_Final1717250428,2,Outfit Recommendations, Outfit Recommendations
+49 15770184018,RPReplay_Final1717250428,6,Workplace/Interpersonal Relationships, Business and Corporate Culture;  Group Dynamics
+49 15770184018,RPReplay_Final1717250428,4,Art Creation, Art Creation;  Fashion Accessories
+49 15770184018,RPReplay_Final1717250428,2,Workplace/Interpersonal Relationships, Workplace Environment
+49 15770184018,RPReplay_Final1717250428,2,Technology, Mobile Phones
+49 15770184018,RPReplay_Final1717250428,4,Vlog/Insights Sharing, Live Streaming/Chatting;  Live Streaming
+49 15770184018,RPReplay_Final1717250428,6,Games, Gaming;  Humorous Content;  Social Media
+49 15770184018,RPReplay_Final1717250428,6,Creative Editing/Dubbing, Popular Science;  Creative Editing/Dubbing;  Child Care
+49 15770184018,RPReplay_Final1717250428,22,Workplace/Interpersonal Relationships, Workplace Dynamics;  Vlog/Insights Sharing;  Fashion Trends;  Creative Editing/Dubbing;  Social Media Platforms;  Mobile Phones;  Gadget Reviews;  Social Media;  Mobile Apps;  Phone/Smartphone;  Smartphone Review;  Campus Life;  Camera Review;  Movie Trailers/Reviews
+49 15770184018,RPReplay_Final1717250428,4,Outfit Recommendations, Fashion Tips;  Video Calls
+49 15770184018,RPReplay_Final1717250428,2,Technology, Electronic Devices
+49 15770184018,RPReplay_Final1717250428,2,Workplace/Interpersonal Relationships, Safety in the Workplace
+49 15770184018,3ee7390d-f2ef-4294-b741-64037e6f98a4,20,Outfit Recommendations, Clothing/Grooming;  Technology;  Entertainment;  Cell Phones;  Fashion and Appearance;  Social Media Interactions;  Fashion Inspiration;  Clothing/Dress;  Social Media;  Clothing
+49 15770184018,3ee7390d-f2ef-4294-b741-64037e6f98a4,2,Education and Campus, Movie Review;  Campus Life
+49 15770184018,3ee7390d-f2ef-4294-b741-64037e6f98a4,4,Outfit Recommendations, Fashion Photography;  Product Review;  Product Review
+49 15770184018,3ee7390d-f2ef-4294-b741-64037e6f98a4,34,Outfit Recommendations, Social Media;  Attractions;  Fashion Accessories;  Technology and Communication;  Fashion Trends;  Video Communication;  College Life;  Eye Health;  Social Media;  Virtual Visits/Telemedicine;  Personal Devices and Accessories;  Cooking;  Fashion Photography;  Fashion Editorials;  Workplace Culture;  Social Media Platforms;  Social Media and Online Tools;  Relationships at Work
+49 15770184018,3ee7390d-f2ef-4294-b741-64037e6f98a4,14,Fitness and Beauty, Sports/Fitness;  Physical Activities;  Sports;  Sportswear;  Sports;  Fashion Inspiration;  Sports Photography
+49 15770184018,3ee7390d-f2ef-4294-b741-64037e6f98a4,6,Social and Political News, Social Media and Technology;  Fashion Trends;  Social Media/Viral Videos
+49 15770184018,3ee7390d-f2ef-4294-b741-64037e6f98a4,12,Cute Pets, Product Review;  Family and Personal Life;  Social Media;  Pet Ownership and Workplace;  Fashion Photography;  Pet Therapy;  TikTok Content
+49 15770184018,3ee7390d-f2ef-4294-b741-64037e6f98a4,6,Movie Commentary, TV/Cinema/Movies;  Outfit Recommendations;  Social Media Interactions
+49 15770184018,3ee7390d-f2ef-4294-b741-64037e6f98a4,2,Medical Health, Medical Health
+49 15770184018,3ee7390d-f2ef-4294-b741-64037e6f98a4,4,Social and Political News, Social Media;  Workplace Culture and Values
+49 15770184018,3ee7390d-f2ef-4294-b741-64037e6f98a4,2,Dance, Leadership
+49 15770184018,3ee7390d-f2ef-4294-b741-64037e6f98a4,4,Outfit Recommendations, Clothing Combinations;  Visual Effects;  Photography/Videography
+49 15770184018,3ee7390d-f2ef-4294-b741-64037e6f98a4,2,Outfit Recommendations, Fashion Clothing
+49 15770184018,3ee7390d-f2ef-4294-b741-64037e6f98a4,4,Satirical Parody, Social Media and Online Presence;  Satirical Parody
+49 15770184018,3ee7390d-f2ef-4294-b741-64037e6f98a4,4,Workplace/Interpersonal Relationships, Food and Drink Trends;  Social Media and Streaming Platforms;  Workplace/Interpersonal Relationships
+49 15770184018,3ee7390d-f2ef-4294-b741-64037e6f98a4,20,Outfit Recommendations, Fashion Accessories;  App Screenshots;  Communication;  Social Media/Video Platforms;  Social Media Platforms;  Social Media;  Social Media/Apps;  Product Review/Recommendations;  Social Media/Viral Content;  Time Management
+49 15770184018,3ee7390d-f2ef-4294-b741-64037e6f98a4,20,Satirical Parody, School Life;  Technology in Everyday Life;  Office Decor/Setting;  Study Tips;  Fashion Icons;  Workplace/Interpersonal Relationships;  Popular Science;  Gadgets and Devices;  Satirical Parody
+49 15770184018,3ee7390d-f2ef-4294-b741-64037e6f98a4,20,Outfit Recommendations, Product Review;  Business Portraits;  Fashion Trends;  Automobiles;  Personal Style;  Workplace Fashion;  Professional Appearance;  Fashion and Style;  General Movie Talk;  Science and Technology;  Fashion Photography;  Professional Appearance;  Clothing and Appearance;  Social Media Profile Picture
+49 15770184018,95c1b361-c2bf-4ccd-aff7-909ba270fa6f,10,Fitness and Beauty, Sports/Fitness;  Productivity Tools;  Popular Science;  Fashion Photography;  Football/Soccer
+49 15770184018,95c1b361-c2bf-4ccd-aff7-909ba270fa6f,2,Sports, Sports
+49 15770184018,95c1b361-c2bf-4ccd-aff7-909ba270fa6f,4,Sports, Sports;  Sports
+49 15770184018,95c1b361-c2bf-4ccd-aff7-909ba270fa6f,4,Creative Editing/Dubbing, Creative Editing/Dubbing;  Personal Videos
+49 15770184018,95c1b361-c2bf-4ccd-aff7-909ba270fa6f,14,Creative Editing/Dubbing, Technology Review;  Communication;  Creative Editing/Dubbing;  Vlog/Insights Sharing;  Video Editing Tips;  Gadgets/Electronics;  Social Media Presence
+49 15770184018,95c1b361-c2bf-4ccd-aff7-909ba270fa6f,6,Fitness and Beauty, Fashion Lifestyle;  Social Media Profiles;  Personal Development;  Vlog/Insights Sharing
+49 15770184018,95c1b361-c2bf-4ccd-aff7-909ba270fa6f,6,Fitness and Beauty, Mental Health;  Fashion Photography;  Street Style;  Backpack Style
+49 15770184018,95c1b361-c2bf-4ccd-aff7-909ba270fa6f,4,Movie Commentary, Movie Analysis;  Fashion Hacks;  Humor
+49 15770184018,95c1b361-c2bf-4ccd-aff7-909ba270fa6f,10,Sports, Mobile Apps;  Sports and Fitness;  Creative Editing for Sports;  Technology;  Sports and Physical Activities;  Product Review;  Sports Games/Events
+49 15770184018,95c1b361-c2bf-4ccd-aff7-909ba270fa6f,6,Education and Campus, Education and Campus;  Inspirational
+49 15770184018,95c1b361-c2bf-4ccd-aff7-909ba270fa6f,6,Social and Political News, Social Media and Channels;  Social Media/Viral Content;  Social Media Platforms
+49 15770184018,95c1b361-c2bf-4ccd-aff7-909ba270fa6f,8,Local Culture and Tourism, Dance Performance;  Historical Landmarks;  Fashion Show/Virtual Event;  Food/Cooking Show;  Visuals/Images;  Travel Guide;  Fashion Photography;  Landscapes
